order_id,order_datetime,items_count,distance_km,is_express_delivery,vehicle_type,base_speed_kmh,restaurant_city,is_fast_food,prep_time_avg,temperature,precip_mm,wind_speed,traffic_level
98741,2024-07-02 20:50:00,3,9.63,0,bike,42.191249465282176,Moscow,1,6,7.2,4.1,2.4,4.0
98742,2024-04-05 22:25:00,2,5.64,0,car,55.0,Moscow,0,30,22.9,7.39,3.8,4.0
98743,2024-04-30 13:04:00,1,3.53,0,car,55.0,Moscow,0,31,27.8,1.31,1.9,4.0
98744,2024-01-13 16:02:00,3,7.32,0,car,55.0,Kazan,0,23,-0.8,2.28,6.8,2.0
98745,2024-12-27 11:48:00,5,2.51,0,car,55.0,SPB,0,20,-7.2,13.25,8.5,4.0
98746,2024-02-24 11:32:00,2,1.86,0,car,55.0,Moscow,1,12,23.7,5.17,7.2,3.0
98747,2024-02-18 17:22:00,3,1.56,1,bike,45.195252478472824,SPB,0,21,15.9,2.23,22.0,2.0
98748,2025-06-05 01:52:00,1,3.35,1,car,55.0,Moscow,1,9,22.9,3.04,10.0,5.0
98749,2024-11-14 03:02:00,5,3.11,0,scooter,44.50215595557376,Moscow,1,12,-13.2,2.84,2.7,4.0
98750,2024-12-16 21:55:00,2,4.09,0,car,55.0,Moscow,0,36,-4.9,3.85,1.5,4.0
98751,2025-04-29 06:21:00,3,4.65,0,bike,38.01026765395612,SPB,0,32,35.0,5.56,8.6,4.0
98752,2024-07-31 06:37:00,3,3.64,0,bike,38.07882928487708,SPB,0,33,-4.2,7.31,14.6,3.0
98753,2024-01-26 05:57:00,3,0.68,0,car,55.0,Moscow,0,17,7.6,9.2,2.0,4.0
98754,2024-05-01 20:14:00,5,0.52,0,car,55.0,Moscow,1,8,21.2,1.52,13.0,4.0
98755,2025-02-25 21:47:00,1,4.03,0,car,55.0,Kazan,1,9,17.0,5.4,18.6,3.0
98756,2024-05-27 04:00:00,2,7.75,0,scooter,49.86328877279848,Moscow,1,7,23.2,3.1,6.7,4.0
98757,2025-06-21 03:28:00,3,6.54,0,car,55.0,SPB,0,26,12.6,0.54,16.9,2.0
98758,2025-03-22 08:39:00,3,4.21,0,scooter,53.90710727799128,Kazan,1,10,27.1,0.4,10.6,1.0
98759,2024-07-22 18:28:00,2,2.93,0,car,55.0,Moscow,0,39,3.9,1.06,11.2,4.0
98760,2024-07-25 01:18:00,2,5.65,0,car,55.0,Moscow,0,33,1.8,0.24,4.7,4.0
98761,2025-01-02 13:01:00,5,5.38,0,scooter,52.33026501083797,SPB,1,8,-3.4,2.17,4.5,3.0
98762,2024-09-29 01:42:00,2,6.26,0,bike,38.8266233036702,Kazan,0,34,-26.0,1.26,11.5,1.0
98763,2024-05-18 08:17:00,3,2.08,1,scooter,47.84167767078809,SPB,1,6,22.6,7.93,8.2,2.0
98764,2024-07-02 05:08:00,5,2.04,1,car,55.0,SPB,1,5,7.5,0.27,3.8,4.0
98765,2024-11-05 13:09:00,2,4.72,0,scooter,46.44408516513773,Moscow,1,9,-14.2,0.06,2.3,5.0
98766,2024-03-08 15:20:00,3,2.02,0,bike,40.52713657796784,Kazan,0,21,22.1,0.25,15.3,2.0
98767,2024-10-22 16:33:00,1,1.95,0,car,55.0,SPB,1,8,-26.1,4.74,17.4,3.0
98768,2024-02-15 19:30:00,5,2.26,0,bike,40.879308302895126,SPB,0,15,18.3,3.02,23.5,3.0
98769,2025-06-09 15:42:00,2,6.38,0,car,55.0,Moscow,1,11,18.0,1.3,13.1,5.0
98770,2025-05-02 02:29:00,3,2.81,0,car,55.0,Kazan,0,31,28.1,2.73,12.9,2.0
98771,2025-04-17 02:16:00,5,2.1,0,bike,36.847051198698445,SPB,0,33,26.8,18.26,3.3,3.0
98772,2025-03-03 15:10:00,3,3.63,0,car,55.0,SPB,1,7,26.3,0.63,,3.0
98773,2025-02-28 17:15:00,1,4.65,0,car,55.0,Moscow,1,10,28.4,0.34,1.8,4.0
98774,2025-04-13 01:24:00,3,8.24,0,scooter,51.200599917946555,Kazan,0,35,27.7,,7.5,1.0
98775,2024-12-01 12:23:00,2,7.56,0,car,55.0,Moscow,1,8,-20.1,1.39,10.5,3.0
98776,2024-05-30 11:55:00,3,7.3,0,bike,25.996363720780828,SPB,0,21,17.3,16.31,18.4,3.0
98777,2024-07-18 18:44:00,3,4.33,0,car,55.0,Kazan,0,34,0.2,0.13,3.7,2.0
98778,2024-11-30 02:02:00,1,1.8,0,bike,37.106988143682905,Moscow,0,17,-11.6,7.42,23.8,4.0
98779,2024-04-01 01:43:00,2,4.19,0,bike,40.61012440281896,Moscow,1,13,29.2,7.38,17.4,5.0
98780,2024-07-28 20:13:00,2,0.68,0,bike,37.22409459253831,Kazan,0,18,-6.5,2.71,10.0,1.0
98781,2024-04-10 18:23:00,4,2.07,0,car,55.0,Moscow,1,13,33.1,8.06,1.3,5.0
98782,2024-05-20 11:30:00,3,2.5,0,car,55.0,SPB,0,20,20.9,2.97,10.3,4.0
98783,2024-11-24 15:48:00,2,0.64,0,car,55.0,Kazan,1,6,-24.3,4.27,23.9,2.0
98784,2024-09-16 21:43:00,4,12.63,1,bike,30.444795647135667,SPB,0,29,-18.7,4.42,9.0,3.0
98785,2024-10-18 16:45:00,3,6.25,0,car,55.0,Moscow,1,5,-25.3,1.72,0.0,4.0
98786,2024-12-10 23:32:00,3,1.14,0,bike,36.7621488349067,Moscow,0,27,-10.9,,20.9,5.0
98787,2024-07-02 16:50:00,3,1.03,0,bike,34.302746560329744,SPB,0,16,7.5,0.27,3.8,4.0
98788,2024-08-09 19:59:00,3,3.85,0,car,55.0,Moscow,0,16,0.6,15.35,7.5,4.0
98789,2024-04-22 17:21:00,3,4.75,0,bike,38.8266233036702,Kazan,1,9,29.3,2.52,3.3,2.0
98790,2024-10-12 18:14:00,4,3.1,0,bike,38.07269195618679,Moscow,1,6,-26.4,2.07,17.8,3.0
98791,2025-03-11 07:44:00,4,5.88,0,bike,31.870139968385395,Kazan,0,33,23.7,9.59,3.0,2.0
98792,2024-01-04 15:53:00,3,2.49,0,scooter,42.15405365401788,Kazan,0,32,-5.8,0.42,12.8,2.0
98793,2024-01-31 05:03:00,2,2.56,0,scooter,49.6149146410911,Moscow,0,39,9.3,20.23,12.2,5.0
98794,2025-05-04 11:54:00,3,3.16,0,scooter,50.502841360509194,SPB,0,25,22.9,5.48,8.7,2.0
98795,2024-01-12 01:05:00,4,8.37,0,scooter,46.44408516513773,Kazan,1,14,-3.2,3.85,20.4,2.0
98796,2024-05-11 02:14:00,5,4.17,0,car,55.0,Moscow,1,12,31.6,,1.0,3.0
98797,2025-01-28 21:55:00,4,9.98,0,bike,36.41063141303707,Kazan,0,23,7.6,9.32,20.9,3.0
98798,2024-12-29 16:26:00,4,6.98,0,car,55.0,Moscow,1,12,-6.6,5.86,14.7,3.0
98799,2025-06-05 18:48:00,4,7.64,0,bike,36.7621488349067,Moscow,0,36,22.9,3.04,10.0,5.0
98800,2025-06-06 12:46:00,5,0.41,0,car,55.0,Moscow,0,35,20.4,0.61,7.9,4.0
98801,2025-04-28 08:38:00,3,1.61,1,car,55.0,SPB,0,37,31.6,3.03,15.0,3.0
98802,2024-08-24 01:43:00,2,3.17,0,bike,35.574343203740504,SPB,1,7,-12.7,2.98,9.6,2.0
98803,2024-02-25 20:33:00,3,0.78,0,car,55.0,SPB,0,25,13.7,,11.0,2.0
98804,2024-06-18 12:05:00,3,9.21,1,scooter,55.0,SPB,1,7,15.3,10.26,14.0,3.0
98805,2025-01-02 01:59:00,2,0.27,0,bike,41.76333005471556,Moscow,0,33,-1.6,1.92,6.1,4.0
98806,2024-01-05 11:53:00,1,5.18,1,car,55.0,SPB,0,32,-4.3,1.45,22.8,4.0
98807,2025-02-10 08:43:00,2,6.81,0,car,55.0,Kazan,0,32,17.5,,23.9,3.0
98808,2024-12-01 16:05:00,1,15.38,0,car,55.0,Moscow,0,28,-20.1,1.39,10.5,3.0
98809,2024-02-28 18:27:00,2,0.86,0,bike,37.22409459253831,Moscow,0,15,28.8,2.12,13.6,4.0
98810,2024-03-25 23:15:00,4,7.11,0,car,55.0,Kazan,0,29,28.4,0.54,10.4,3.0
98811,2024-02-10 01:00:00,2,0.73,0,car,51.43065228264467,Moscow,0,27,23.1,0.19,12.7,4.0
98812,2024-03-16 03:04:00,3,6.95,0,car,55.0,SPB,0,39,23.1,6.8,12.2,2.0
98813,2024-09-20 09:26:00,1,6.64,0,car,55.0,Moscow,0,22,-21.6,0.6,7.3,4.0
98814,2025-01-19 14:52:00,2,1.78,0,bike,40.60867476452213,SPB,1,8,5.4,8.93,12.8,2.0
98815,2024-02-15 01:48:00,4,4.5,0,bike,31.893950723490853,Moscow,1,9,16.6,0.81,23.6,5.0
98816,2024-01-25 11:41:00,3,7.46,0,scooter,46.87140935662086,SPB,0,31,2.9,1.86,11.4,3.0
98817,2025-05-22 23:49:00,1,7.84,0,bike,39.11667838566589,SPB,0,36,19.4,8.26,14.9,3.0
98818,2024-03-19 02:10:00,2,3.45,1,scooter,55.0,SPB,0,25,25.9,3.28,1.1,3.0
98819,2025-03-28 17:12:00,5,2.49,0,bike,37.22409459253831,Moscow,1,10,32.3,1.08,10.4,4.0
98820,2024-04-07 15:56:00,2,2.48,0,car,55.0,SPB,0,24,26.9,0.65,17.0,2.0
98821,2024-03-08 02:38:00,3,6.41,0,scooter,45.13982819313042,Moscow,0,21,15.8,0.46,14.1,4.0
98822,2024-12-10 02:33:00,2,4.21,0,car,55.0,SPB,1,8,-12.0,9.31,11.4,4.0
98823,2024-07-20 08:12:00,7,5.92,0,bike,39.99621866158171,Moscow,0,16,2.5,0.56,9.5,3.0
98824,2025-03-10 22:00:00,3,4.81,0,car,55.0,Moscow,0,28,21.3,1.23,9.1,4.0
98825,2024-05-25 20:33:00,1,1.59,0,car,55.0,Kazan,1,9,20.1,0.47,13.2,1.0
98826,2025-03-11 00:49:00,2,5.03,0,bike,36.63261474828157,Kazan,0,24,23.7,9.59,3.0,2.0
98827,2024-12-31 14:00:00,2,4.72,0,car,55.0,SPB,0,25,-5.8,4.78,15.6,3.0
98828,2025-03-23 12:30:00,2,3.35,1,car,55.0,SPB,0,16,28.8,14.93,11.1,2.0
98829,2024-02-15 07:22:00,1,3.53,0,scooter,53.88993581645081,Moscow,0,36,16.6,0.81,23.6,5.0
98830,2024-07-12 04:06:00,2,3.1,0,bike,41.219692330682875,Kazan,1,8,3.7,0.19,4.4,3.0
98831,2024-06-30 20:20:00,1,1.4,0,scooter,45.66908855409564,Moscow,1,9,10.4,5.21,9.2,3.0
98832,2024-08-04 19:11:00,4,1.39,0,scooter,39.262412605512424,Moscow,0,21,-3.5,1.3,13.0,4.0
98833,2025-04-19 07:52:00,4,2.27,1,scooter,53.6365997086488,Moscow,1,10,34.5,2.27,12.8,3.0
98834,2025-03-10 08:34:00,4,9.93,0,car,55.0,SPB,0,16,17.1,0.44,18.5,3.0
98835,2024-03-31 14:44:00,2,1.27,0,bike,39.430915777080756,SPB,1,7,35.6,5.25,18.1,2.0
98836,2025-02-16 03:29:00,1,0.48,1,car,55.0,Kazan,1,6,18.2,0.03,5.5,1.0
98837,2024-12-02 00:19:00,4,9.43,0,bike,34.88035136798393,Moscow,0,16,-17.3,4.6,5.0,4.0
98838,2024-10-29 03:54:00,4,1.88,0,car,55.0,Kazan,0,18,-21.5,1.02,13.7,2.0
98839,2024-05-11 04:39:00,5,6.7,0,bike,36.862403291529105,Moscow,0,39,31.6,,1.0,3.0
98840,2025-01-25 12:03:00,3,7.52,0,car,55.0,SPB,1,12,10.3,2.32,1.4,3.0
98841,2024-02-02 14:17:00,3,13.49,0,scooter,55.0,Moscow,0,35,6.7,6.61,8.7,4.0
98842,2024-04-02 12:52:00,1,0.51,0,car,55.0,Kazan,0,17,19.8,10.24,18.5,2.0
98843,2024-08-04 01:08:00,4,7.49,0,car,55.0,SPB,0,31,-3.3,3.94,16.1,2.0
98844,2024-09-27 20:04:00,2,0.79,0,car,55.0,Moscow,0,34,-22.4,1.37,6.9,4.0
98845,2024-01-24 13:56:00,1,3.41,0,car,55.0,Moscow,0,35,6.7,10.36,15.9,5.0
98846,2024-05-11 16:02:00,3,10.16,0,scooter,50.660526107716386,Moscow,0,39,31.6,,1.0,3.0
98847,2024-04-21 07:08:00,5,4.76,0,bike,40.58851705937706,SPB,1,5,25.2,0.73,6.6,2.0
98848,2025-04-30 11:42:00,3,4.02,0,scooter,53.06435092865217,Moscow,0,16,23.0,4.66,18.3,4.0
98849,2025-03-13 21:41:00,3,1.43,1,car,55.0,Moscow,0,37,31.1,1.63,7.1,4.0
98850,2024-03-02 08:19:00,2,5.72,0,bike,36.63261474828157,SPB,0,28,19.5,0.66,13.7,2.0
98851,2024-12-22 13:45:00,4,11.26,0,car,55.0,SPB,0,21,-9.2,2.45,13.8,2.0
98852,2024-04-28 01:04:00,3,2.36,0,car,53.93865388999127,Moscow,1,11,28.8,0.97,8.6,3.0
98853,2024-03-02 05:48:00,2,6.32,0,car,55.0,Moscow,0,38,21.4,1.26,9.8,3.0
98854,2024-08-08 11:15:00,4,1.86,0,scooter,40.78423204435535,Moscow,0,21,-9.0,9.22,18.4,5.0
98855,2024-09-21 16:13:00,2,0.33,0,car,55.0,SPB,1,7,-24.0,0.54,11.9,2.0
98856,2024-05-04 18:11:00,2,1.64,0,scooter,52.991687044958624,SPB,1,8,19.8,1.27,1.1,3.0
98857,2025-05-01 14:58:00,3,2.85,0,car,55.0,Kazan,0,19,25.8,16.34,19.8,3.0
98858,2024-11-11 15:31:00,5,5.87,0,bike,34.44266775511231,Kazan,1,5,-24.9,4.88,7.9,3.0
98859,2024-06-25 08:54:00,4,16.12,0,scooter,48.34342395184287,Kazan,0,19,12.6,2.59,17.3,3.0
98860,2025-03-27 09:44:00,3,3.31,0,car,55.0,Moscow,0,30,25.5,3.79,18.4,4.0
98861,2024-11-15 23:58:00,3,1.65,0,scooter,44.79372201513367,SPB,0,29,-19.8,1.57,10.9,4.0
98862,2025-02-03 23:55:00,4,4.1,0,car,55.0,SPB,0,15,8.5,4.96,14.8,3.0
98863,2025-06-19 00:27:00,1,1.28,0,scooter,45.13982204557147,Moscow,0,16,15.7,2.16,14.5,4.0
98864,2025-01-26 08:53:00,5,8.38,0,bike,40.142580832377945,Kazan,0,30,10.7,0.24,6.3,2.0
98865,2024-06-29 08:00:00,2,1.75,0,car,55.0,SPB,1,10,6.4,5.0,2.9,2.0
98866,2024-10-19 10:59:00,3,2.06,0,car,55.0,Moscow,0,20,-21.6,5.73,11.3,3.0
98867,2024-02-21 02:09:00,6,3.11,0,bike,34.302746560329744,Moscow,0,39,17.4,6.61,0.6,4.0
98868,2024-04-20 23:55:00,1,2.37,0,bike,35.76167786475204,Kazan,1,8,22.9,2.01,15.7,1.0
98869,2025-05-16 13:45:00,4,5.4,0,car,55.0,Kazan,1,8,23.2,6.67,5.6,2.0
98870,2024-11-07 14:42:00,3,3.19,0,car,55.0,Moscow,0,18,-18.4,0.76,17.8,5.0
98871,2024-08-12 12:28:00,2,7.89,0,bike,44.833362383592664,Kazan,0,19,-14.3,2.79,6.7,2.0
98872,2025-04-19 04:58:00,2,1.64,0,car,55.0,SPB,1,11,24.6,2.28,9.1,2.0
98873,2025-03-13 13:03:00,2,11.74,0,car,55.0,SPB,1,5,20.6,1.27,19.3,3.0
98874,2025-02-28 21:17:00,4,3.91,0,bike,40.804334648574,Moscow,0,35,28.4,0.34,1.8,4.0
98875,2024-02-10 13:04:00,2,3.94,0,car,55.0,Kazan,1,13,12.2,4.86,15.1,1.0
98876,2024-06-16 15:43:00,1,10.42,0,scooter,46.44984473997541,Moscow,0,34,13.1,3.67,5.0,3.0
98877,2024-03-29 11:31:00,2,4.11,0,car,55.0,Kazan,1,8,27.4,8.64,8.2,2.0
98878,2025-01-15 12:06:00,4,3.86,0,car,55.0,Moscow,1,6,-0.5,2.12,16.5,5.0
98879,2024-11-18 02:50:00,3,0.74,0,bike,35.82995837477953,Moscow,0,22,-8.2,0.51,13.3,
98880,2025-02-20 17:02:00,2,1.72,0,bike,36.673060427125655,SPB,0,35,18.5,12.43,12.6,3.0
98881,2025-02-04 17:51:00,1,4.57,0,bike,35.5218365044405,Moscow,1,8,16.0,3.47,17.3,4.0
98882,2024-03-16 03:49:00,2,3.17,0,bike,40.142580832377945,SPB,0,35,23.1,6.8,12.2,2.0
98883,2024-08-27 06:55:00,2,7.49,0,car,55.0,SPB,1,6,-15.6,1.5,19.4,3.0
98884,2025-05-12 09:47:00,2,2.69,0,car,46.1550413594705,Kazan,0,27,22.0,3.09,16.5,2.0
98885,2024-06-21 16:18:00,2,3.32,0,bike,41.76333005471556,Moscow,1,11,15.3,1.06,14.0,4.0
98886,2024-07-05 05:02:00,6,2.05,0,bike,37.21804023678132,Moscow,0,21,15.3,1.0,4.9,5.0
98887,2025-05-04 07:16:00,5,3.91,1,bike,39.11667838566589,SPB,1,5,22.9,5.48,8.7,2.0
98888,2025-06-25 14:47:00,3,3.53,0,car,55.0,Kazan,1,13,19.2,7.63,3.5,2.0
98889,2024-10-24 00:49:00,2,8.55,0,scooter,52.32152702875614,Moscow,1,11,-17.5,9.14,17.4,5.0
98890,2025-06-01 19:42:00,4,2.16,0,scooter,48.34342395184287,Kazan,1,8,23.3,4.35,1.7,1.0
98891,2024-08-02 08:54:00,2,2.95,0,car,55.0,Kazan,0,37,-1.5,0.96,15.3,2.0
98892,2025-05-14 03:38:00,4,4.47,1,bike,39.220014514791444,Moscow,1,5,19.0,0.03,15.5,5.0
98893,2025-04-18 16:29:00,3,1.77,0,car,55.0,Kazan,0,19,27.0,0.28,10.8,3.0
98894,2024-10-27 20:07:00,4,0.64,0,car,55.0,Moscow,1,6,-12.8,3.06,17.2,3.0
98895,2024-03-31 05:57:00,1,3.85,0,car,55.0,Moscow,0,36,29.8,3.04,19.1,3.0
98896,2025-05-05 12:53:00,3,12.24,0,car,55.0,Moscow,1,13,24.0,4.36,1.7,4.0
98897,2025-06-21 02:12:00,2,10.1,0,bike,34.302746560329744,Kazan,0,19,11.1,6.5,8.5,2.0
98898,2024-05-19 10:03:00,7,1.35,0,scooter,36.42755350070934,Moscow,1,8,23.6,12.34,1.4,3.0
98899,2024-02-20 15:39:00,1,5.61,0,bike,43.1943022875045,Moscow,0,39,21.6,0.19,16.3,4.0
98900,2024-01-07 18:23:00,2,0.91,0,scooter,46.760053354253095,Kazan,1,8,-0.6,2.25,14.0,1.0
98901,2024-09-23 02:58:00,1,3.88,0,bike,25.996363720780828,Moscow,1,6,-18.8,2.21,4.7,4.0
98902,2024-12-03 20:36:00,6,4.67,0,scooter,41.41642418784267,Kazan,1,6,-15.2,1.3,15.8,
98903,2024-10-20 06:09:00,2,10.79,0,scooter,50.84117784067927,Kazan,0,32,-27.9,3.0,15.8,2.0
98904,2025-02-16 12:39:00,2,7.55,0,car,55.0,Moscow,1,8,15.1,3.53,6.9,3.0
98905,2025-01-01 03:51:00,5,9.24,1,car,55.0,SPB,1,11,-2.2,6.28,8.0,3.0
98906,2024-08-06 00:28:00,2,5.14,0,car,55.0,Moscow,1,10,-6.6,6.03,2.2,5.0
98907,2024-02-15 09:03:00,2,7.56,0,car,55.0,SPB,1,6,18.3,3.02,23.5,3.0
98908,2025-03-17 02:13:00,4,0.53,0,scooter,47.978038395195696,Moscow,1,11,23.4,0.49,13.2,4.0
98909,2024-03-31 08:10:00,2,3.38,0,car,55.0,SPB,1,12,35.6,5.25,18.1,2.0
98910,2024-08-07 16:40:00,2,1.95,1,car,55.0,Kazan,0,17,-4.4,1.63,13.7,2.0
98911,2024-09-27 20:29:00,1,4.18,0,car,55.0,SPB,1,7,-27.7,9.93,2.1,4.0
98912,2024-03-11 07:44:00,3,0.7,1,bike,40.75594245927035,SPB,0,35,26.6,12.18,11.8,3.0
98913,2025-06-11 02:14:00,3,4.91,1,car,55.0,SPB,0,21,16.1,10.32,7.2,4.0
98914,2024-05-02 12:49:00,1,7.12,0,car,55.0,Moscow,0,27,31.0,20.55,,4.0
98915,2024-01-18 22:28:00,1,2.77,0,scooter,49.864212869682625,Moscow,1,12,6.8,0.16,14.0,4.0
98916,2025-03-06 18:30:00,1,3.21,0,scooter,55.0,Kazan,0,18,20.5,4.47,8.9,2.0
98917,2025-04-21 14:43:00,1,2.46,0,bike,38.07882928487708,SPB,0,23,22.8,29.15,13.1,3.0
98918,2024-03-04 16:45:00,5,5.17,0,car,55.0,SPB,1,11,24.6,12.75,13.2,3.0
98919,2025-05-18 00:25:00,1,1.17,0,car,55.0,Moscow,1,6,25.1,0.34,13.1,3.0
98920,2025-06-18 19:02:00,4,1.77,0,car,55.0,SPB,0,24,15.5,0.91,1.3,3.0
98921,2024-01-24 07:48:00,7,1.7,0,car,55.0,Moscow,0,36,6.7,10.36,15.9,5.0
98922,2024-11-03 08:16:00,1,4.25,0,car,55.0,Moscow,0,18,-24.2,1.82,16.6,3.0
98923,2025-01-25 11:37:00,2,1.73,0,car,55.0,SPB,1,8,10.3,2.32,1.4,3.0
98924,2024-07-23 17:55:00,3,7.39,0,scooter,46.65016744281999,SPB,0,28,-1.8,0.05,8.4,3.0
98925,2025-03-15 07:14:00,3,2.74,0,scooter,49.86328877279848,Moscow,0,33,36.6,0.27,9.7,3.0
98926,2024-06-19 23:53:00,4,0.88,0,bike,33.503041454143556,Moscow,1,5,19.5,9.28,11.6,5.0
98927,2024-10-12 23:12:00,2,3.39,0,bike,40.60867476452213,Moscow,0,36,-26.4,2.07,17.8,3.0
98928,2025-06-22 02:02:00,1,8.28,0,car,55.0,Moscow,1,13,15.7,11.71,18.1,4.0
98929,2025-04-02 17:59:00,3,6.2,0,scooter,50.22988603518088,SPB,0,16,37.0,11.46,9.0,3.0
98930,2024-05-08 19:29:00,3,13.27,0,car,55.0,Moscow,1,5,32.3,1.01,6.2,4.0
98931,2024-03-13 14:34:00,4,6.87,0,car,55.0,Kazan,1,9,18.4,5.35,8.2,2.0
98932,2024-08-15 00:18:00,5,3.61,0,car,55.0,SPB,0,20,-9.8,2.25,3.7,3.0
98933,2024-12-21 14:48:00,3,2.28,0,car,55.0,Moscow,0,39,-1.8,2.61,22.6,3.0
98934,2024-08-12 11:58:00,2,5.59,0,car,55.0,Moscow,1,10,-3.8,1.8,2.8,4.0
98935,2025-03-06 04:51:00,3,5.49,0,bike,45.195252478472824,Moscow,0,30,24.6,1.39,12.9,4.0
98936,2024-03-06 12:06:00,3,3.27,0,car,55.0,Kazan,1,5,26.5,0.66,8.3,2.0
98937,2024-05-06 14:33:00,4,1.88,0,car,55.0,Moscow,1,13,30.5,2.04,0.3,5.0
98938,2024-09-04 16:18:00,1,5.8,1,car,55.0,Moscow,0,17,-18.7,0.55,12.7,5.0
98939,2025-02-22 12:44:00,3,5.08,0,car,55.0,SPB,0,31,18.5,2.83,5.3,2.0
98940,2024-05-29 06:45:00,4,2.13,0,car,48.016477908776224,SPB,1,6,21.7,8.72,9.3,3.0
98941,2025-05-29 11:37:00,2,1.37,0,car,55.0,Moscow,1,5,18.8,0.76,0.0,4.0
98942,2024-10-16 03:54:00,1,2.82,0,scooter,45.66908855409564,SPB,0,24,-18.8,5.91,14.2,4.0
98943,2024-06-23 08:26:00,2,6.7,1,scooter,46.760053354253095,Moscow,0,18,13.3,0.72,2.2,3.0
98944,2025-05-20 13:19:00,1,2.75,0,scooter,48.78408734662869,Moscow,0,30,23.4,0.32,9.7,5.0
98945,2025-05-13 23:43:00,2,9.51,0,bike,38.94927677658439,Moscow,0,17,21.7,0.26,7.7,5.0
98946,2024-03-04 16:33:00,5,2.85,0,bike,38.01026765395612,Moscow,0,16,27.1,3.7,6.9,5.0
98947,2024-03-07 19:59:00,4,5.06,0,car,55.0,SPB,0,20,27.9,6.95,15.0,3.0
98948,2024-08-26 15:05:00,2,2.01,0,bike,40.879308302895126,SPB,0,21,-14.6,14.31,16.6,3.0
98949,2024-12-14 15:37:00,2,8.78,0,bike,36.673060427125655,SPB,1,6,-10.1,4.16,20.5,2.0
98950,2024-10-20 20:29:00,1,2.93,0,car,55.0,Moscow,1,13,-24.1,5.07,14.4,4.0
98951,2024-09-27 15:54:00,1,0.37,0,car,55.0,SPB,0,15,-27.7,9.93,2.1,4.0
98952,2025-03-19 20:31:00,2,4.2,0,scooter,34.01084509779904,Moscow,1,9,32.5,0.92,14.1,4.0
98953,2024-05-06 14:02:00,8,3.71,0,car,55.0,Moscow,1,13,30.5,2.04,0.3,5.0
98954,2025-05-10 06:32:00,5,2.64,0,scooter,49.00620380326575,Moscow,0,16,25.1,6.74,19.2,4.0
98955,2025-05-16 01:21:00,3,3.49,0,car,53.93865388999127,Moscow,1,5,33.2,0.55,6.0,
98956,2024-07-08 03:14:00,2,6.95,0,car,55.0,Moscow,0,24,11.0,2.04,8.2,4.0
98957,2025-02-26 14:09:00,2,3.61,0,scooter,50.81018222286416,Moscow,0,21,18.1,0.33,0.6,4.0
98958,2025-01-25 14:04:00,4,3.97,0,scooter,50.84117784067927,Kazan,0,19,9.5,2.42,1.0,2.0
98959,2024-09-11 06:23:00,2,5.75,0,car,55.0,Kazan,0,32,-24.5,12.02,9.5,2.0
98960,2025-04-16 23:10:00,8,1.66,0,car,55.0,SPB,1,12,30.6,7.26,2.4,3.0
98961,2024-06-30 10:24:00,4,1.04,0,car,55.0,Moscow,0,18,10.4,5.21,9.2,3.0
98962,2025-01-14 19:39:00,3,8.05,0,bike,40.60867476452213,Moscow,1,13,-1.0,2.73,4.5,5.0
98963,2024-01-16 03:37:00,1,3.95,0,car,55.0,Moscow,0,17,4.6,2.09,19.5,5.0
98964,2024-03-11 03:47:00,4,2.11,0,car,55.0,Kazan,0,32,15.7,3.64,11.6,2.0
98965,2024-04-23 07:42:00,2,6.67,0,car,55.0,SPB,1,7,30.8,19.52,9.8,4.0
98966,2024-03-29 22:21:00,2,0.64,0,car,55.0,SPB,0,24,33.8,3.41,12.5,3.0
98967,2025-01-23 22:36:00,4,3.89,0,bike,35.086380143438284,Kazan,1,5,6.2,0.82,16.5,3.0
98968,2025-01-02 05:28:00,1,2.78,0,car,55.0,SPB,1,7,-3.4,2.17,4.5,3.0
98969,2024-05-22 13:48:00,2,10.08,0,car,54.680479951338505,Moscow,1,5,27.5,,9.9,4.0
98970,2024-12-26 08:46:00,2,5.96,0,car,55.0,Kazan,0,23,-3.6,,16.1,2.0
98971,2024-05-14 14:36:00,2,5.46,0,bike,34.21679163845626,Moscow,0,36,30.0,7.82,19.8,4.0
98972,2024-12-09 02:02:00,3,2.39,0,bike,31.260861704088715,Moscow,1,9,-6.0,0.93,22.7,5.0
98973,2024-08-22 21:35:00,4,7.7,0,scooter,34.01084509779904,SPB,0,24,-15.3,3.61,0.8,4.0
98974,2024-11-23 15:38:00,3,3.4,0,bike,43.1943022875045,Kazan,1,5,-25.0,3.85,15.4,1.0
98975,2024-06-02 22:38:00,3,2.32,0,car,55.0,SPB,1,7,22.7,4.92,12.7,2.0
98976,2024-12-30 21:58:00,2,5.95,0,car,55.0,Kazan,0,37,-6.0,2.19,11.8,2.0
98977,2024-03-28 09:25:00,5,2.96,0,car,55.0,SPB,0,36,24.4,2.36,18.7,3.0
98978,2024-04-24 16:11:00,1,5.9,0,bike,38.01026765395612,SPB,0,26,27.2,4.45,7.4,3.0
98979,2024-08-14 17:23:00,4,2.94,0,car,55.0,Kazan,0,32,-14.8,2.51,14.4,2.0
98980,2025-06-07 13:59:00,1,2.05,0,car,55.0,Moscow,0,28,20.1,1.62,0.2,3.0
98981,2024-08-14 13:57:00,2,3.87,0,scooter,55.0,Moscow,0,30,-11.5,2.19,16.1,4.0
98982,2024-11-03 17:57:00,4,9.22,0,car,55.0,SPB,0,23,-24.2,,18.5,2.0
